start_ts,user,session_duration,logon_on_own_pc_normal,logon_on_other_pc_normal,logon_on_own_pc_off_hour,logon_on_other_pc_off_hour,logon_hour,day_of_a_week,device_connects_on_own_pc,device_connects_on_other_pc,device_connects_on_own_pc_off_hour,device_connects_on_other_pc_off_hour,documents_copy_own_pc,documents_copy_other_pc,exe_files_copy_own_pc,exe_files_copy_other_pc,documents_copy_own_pc_off_hour,documents_copy_other_pc_off_hour,exe_files_copy_own_pc_off_hour,exe_files_copy_other_pc_off_hour,neutral_sites,job_search,hacking_sites,neutral_sites_off_hour,job_search_off_hour,hacking_sites_off_hour,total_emails,int_to_int_mails,int_to_out_mails,out_to_int_mails,out_to_out_mails,internal_recipients,external_recipients,distinct_bcc,mails_with_attachments,after_hour_mails,role,business_unit,functional_unit,department,team,O,C,E,A,N,class,type
1264991160,FBA0348,29100,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,2,0,3,17,7,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265077800,FBA0348,28800,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,7,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265164320,FBA0348,28680,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,0,0,2,14,7,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265250600,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,1,0,1,20,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265336460,FBA0348,29580,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,4,0,0,9,7,11,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265595420,FBA0348,29580,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,4,0,2,19,8,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265682720,FBA0348,28680,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,2,20,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265769000,FBA0348,28800,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,11,0,0,2,15,4,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265855520,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,6,0,0,8,12,13,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1265941860,FBA0348,28740,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,9,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266200940,FBA0348,28920,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,1,0,10,10,21,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266287460,FBA0348,28620,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,1,0,1,21,3,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266373500,FBA0348,29220,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,1,0,3,16,6,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266459660,FBA0348,29340,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,1,0,3,18,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266546540,FBA0348,29460,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,6,9,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266805440,FBA0348,29580,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,6,1,0,8,8,19,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266892200,FBA0348,28800,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,14,1,0,0,17,1,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1266978600,FBA0348,28740,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,1,0,0,20,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267065060,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,2,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267150920,FBA0348,29160,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,1,0,2,15,8,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267410000,FBA0348,30300,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,3,0,1,19,4,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267497060,FBA0348,28620,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,2,0,3,14,7,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267583520,FBA0348,29280,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,8,16,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267668960,FBA0348,29760,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,1,0,2,16,6,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1267756200,FBA0348,29220,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,7,19,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268015460,FBA0348,29040,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,9,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268101200,FBA0348,29460,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,1,0,2,16,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268188020,FBA0348,29280,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,9,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268274600,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,7,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268360100,FBA0348,29700,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,14,0,0,0,21,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268620200,FBA0348,29460,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,0,0,3,16,9,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268706600,FBA0348,28680,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,0,0,7,9,14,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268793060,FBA0348,28740,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,3,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268878500,FBA0348,29940,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,1,0,0,13,2,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1268965080,FBA0348,29520,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,10,9,1,0,1,13,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269224280,FBA0348,29640,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,2,0,0,18,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269311520,FBA0348,29340,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,1,0,3,16,8,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269397740,FBA0348,28860,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,7,16,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269484260,FBA0348,28740,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,4,0,0,9,7,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269569820,FBA0348,29580,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,3,19,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269829440,FBA0348,29880,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,2,0,1,13,4,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1269916260,FBA0348,28620,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,1,1,0,12,1,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270002660,FBA0348,28680,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,1,0,0,18,3,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270088100,FBA0348,29760,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,5,14,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270434120,FBA0348,29820,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,1,0,3,17,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270520460,FBA0348,29280,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,8,0,0,6,13,7,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270606920,FBA0348,29520,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,1,0,2,17,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270693800,FBA0348,28800,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,7,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1270780320,FBA0348,28560,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,14,1,0,0,18,3,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271038980,FBA0348,29820,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,1,0,7,10,12,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271125080,FBA0348,30120,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,0,0,1,18,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271211840,FBA0348,29340,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,1,0,2,16,6,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271298600,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,9,1,0,4,13,8,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271384280,FBA0348,30240,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,1,0,0,18,1,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271643660,FBA0348,29340,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,5,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271730240,FBA0348,29640,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,6,13,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271816640,FBA0348,29340,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,2,0,2,16,4,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271903040,FBA0348,29700,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,2,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1271989860,FBA0348,28740,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,1,0,3,16,9,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272248340,FBA0348,29340,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,13,0,0,0,18,0,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272334920,FBA0348,29220,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,10,14,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272421680,FBA0348,29640,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,7,0,0,6,9,14,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272508320,FBA0348,28680,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,0,0,7,13,11,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272594240,FBA0348,29820,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,7,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272853860,FBA0348,28740,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,3,15,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1272940260,FBA0348,28680,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,10,0,0,3,13,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273026660,FBA0348,28740,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,2,0,0,12,6,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273113060,FBA0348,28620,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,0,0,2,16,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273199400,FBA0348,29340,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,14,0,0,0,21,0,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273458720,FBA0348,28620,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,0,0,2,15,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273544700,FBA0348,29460,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,4,0,0,0,4,0,6,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273631040,FBA0348,29460,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,6,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273717080,FBA0348,29580,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,1,0,0,13,2,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1273803960,FBA0348,29040,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,6,1,0,7,10,16,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274063100,FBA0348,29100,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,13,9,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274149860,FBA0348,28680,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,12,0,0,2,18,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274236080,FBA0348,28920,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,8,1,0,5,9,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274321820,FBA0348,30360,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,7,19,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274408340,FBA0348,29880,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,11,2,0,2,16,5,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274667480,FBA0348,30240,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,1,0,7,12,12,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274754600,FBA0348,28740,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,11,7,0,0,4,15,6,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274841000,FBA0348,28740,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,8,0,0,6,12,13,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1274927400,FBA0348,29040,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,14,0,0,0,20,2,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275013560,FBA0348,29160,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,12,1,0,1,16,3,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275359400,FBA0348,28800,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,5,0,0,9,8,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275445680,FBA0348,29460,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,6,0,0,8,7,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275531480,FBA0348,30300,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,6,0,0,8,13,16,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275618120,FBA0348,29820,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,0,0,11,3,17,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275876900,FBA0348,30180,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,13,11,2,0,0,18,3,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1275964320,FBA0348,28680,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,10,2,0,3,13,8,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276050000,FBA0348,29760,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,1,0,0,13,2,22,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276136280,FBA0348,29520,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,10,18,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276223220,FBA0348,29880,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,0,0,7,8,12,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276482600,FBA0348,29100,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,7,1,0,7,11,11,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276569120,FBA0348,29580,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,13,1,0,0,20,1,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276655520,FBA0348,28620,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,12,7,1,0,4,15,10,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276741440,FBA0348,29100,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,4,0,0,10,5,14,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
1276828320,FBA0348,28620,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,14,3,1,0,10,9,16,0,0,0,ITAdmin,1,1,6,3,41,44,40,36,27,0,0
