start_ts,user,session_duration,logon_on_own_pc_normal,logon_on_other_pc_normal,logon_on_own_pc_off_hour,logon_on_other_pc_off_hour,logon_hour,day_of_a_week,device_connects_on_own_pc,device_connects_on_other_pc,device_connects_on_own_pc_off_hour,device_connects_on_other_pc_off_hour,documents_copy_own_pc,documents_copy_other_pc,exe_files_copy_own_pc,exe_files_copy_other_pc,documents_copy_own_pc_off_hour,documents_copy_other_pc_off_hour,exe_files_copy_own_pc_off_hour,exe_files_copy_other_pc_off_hour,neutral_sites,job_search,hacking_sites,neutral_sites_off_hour,job_search_off_hour,hacking_sites_off_hour,total_emails,int_to_int_mails,int_to_out_mails,out_to_int_mails,out_to_out_mails,internal_recipients,external_recipients,distinct_bcc,mails_with_attachments,after_hour_mails,role,business_unit,functional_unit,department,team,O,C,E,A,N,class,type
1265852940,ABC0174,29760,1,0,1,0,7,3,1,0,0,0,4,0,0,0,0,0,0,0,147,0,0,15,0,0,15,1,0,0,14,3,22,3,2,9,Salesman,1,5,2,1,15,41,34,13,32,0,0
1265940180,ABC0174,28800,1,0,1,0,7,4,2,0,0,0,1,0,0,0,0,0,0,0,157,0,0,5,0,0,15,5,0,0,10,10,21,4,5,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266199200,ABC0174,28740,1,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,149,0,0,13,0,0,15,14,0,0,1,25,5,3,2,9,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266285720,ABC0174,28680,1,0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,153,0,0,9,0,0,15,8,0,0,7,14,17,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266371880,ABC0174,28980,1,0,1,0,7,2,3,0,0,0,5,0,0,0,0,0,0,0,162,0,0,0,0,0,14,2,0,0,12,6,19,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266457980,ABC0174,29760,1,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,152,0,0,10,0,0,15,7,0,0,8,13,18,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266544800,ABC0174,28740,1,0,1,0,7,4,3,0,0,0,5,0,0,0,0,0,0,0,143,0,0,19,0,0,15,13,1,0,2,16,9,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266631200,ABC0174,28680,1,0,1,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,148,0,0,14,0,0,15,4,0,0,11,11,20,4,4,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266717780,ABC0174,28980,1,0,1,0,7,6,3,0,0,0,3,0,0,0,0,0,0,0,162,0,0,0,0,0,4,4,0,0,0,12,2,2,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266804120,ABC0174,28500,0,0,1,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,148,0,0,14,0,0,15,8,0,0,7,14,18,4,2,2,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266890580,ABC0174,28560,1,0,1,0,7,1,2,0,0,0,5,0,0,0,0,0,0,0,150,0,0,12,0,0,14,6,0,0,8,11,19,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1266976440,ABC0174,29580,1,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,127,0,0,35,0,0,12,1,0,0,11,3,16,3,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267063200,ABC0174,29460,1,0,1,0,7,3,2,0,1,0,4,0,0,0,0,0,0,0,153,0,0,9,0,0,15,4,0,0,11,10,24,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267149660,ABC0174,28560,1,0,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,157,0,0,5,0,0,15,7,0,0,8,15,14,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267321620,ABC0174,30120,1,0,1,0,7,6,2,0,0,0,3,0,0,0,0,0,0,0,152,0,0,10,0,0,15,14,1,0,1,19,4,3,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267408440,ABC0174,29520,1,0,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,135,0,0,27,0,0,15,13,0,0,2,21,4,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267495320,ABC0174,28680,1,0,1,0,7,1,2,0,0,0,4,0,0,0,0,0,0,0,149,0,0,13,0,0,15,14,1,0,1,21,6,2,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267581660,ABC0174,28680,1,0,1,0,7,2,1,0,1,0,1,0,0,0,1,0,0,0,160,0,0,2,0,0,15,6,0,0,9,9,19,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267667160,ABC0174,29820,0,0,1,0,7,3,2,0,0,0,2,0,0,0,0,0,0,0,141,0,0,21,0,0,15,3,0,0,12,11,17,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1267753560,ABC0174,30120,1,0,1,0,7,4,2,0,1,0,3,0,0,0,2,0,0,0,149,0,0,13,0,0,15,4,0,0,11,8,26,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268013360,ABC0174,29520,1,0,1,0,7,0,2,0,0,0,3,0,0,0,0,0,0,0,147,0,0,15,0,0,15,4,1,0,11,6,19,4,1,5,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268100060,ABC0174,29280,0,0,1,0,7,1,2,0,0,0,5,0,0,0,0,0,0,0,157,0,0,5,0,0,13,10,1,0,2,16,5,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268185680,ABC0174,29940,0,0,1,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,155,0,0,7,0,0,15,10,1,0,5,15,10,4,0,3,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268272860,ABC0174,28560,1,0,1,0,7,3,3,0,0,0,3,0,0,0,0,0,0,0,162,0,0,0,0,0,15,0,0,0,15,0,21,2,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268358960,ABC0174,29100,1,0,1,0,7,4,1,0,0,0,2,0,0,0,0,0,0,0,155,0,0,7,0,0,15,14,1,0,1,24,5,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268618100,ABC0174,29100,1,0,1,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,139,0,0,23,0,0,15,14,0,0,1,20,4,2,4,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268704800,ABC0174,29400,0,0,1,0,7,1,2,0,0,0,3,0,0,0,0,0,0,0,153,0,0,9,0,0,15,11,1,0,4,16,17,3,3,2,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268790540,ABC0174,29460,1,0,1,0,7,2,2,0,0,0,2,0,0,0,0,0,0,0,145,0,0,17,0,0,15,3,0,0,12,5,19,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268877420,ABC0174,29580,1,0,1,0,7,3,1,0,0,0,3,0,0,0,0,0,0,0,136,0,0,26,0,0,15,14,0,0,1,22,3,3,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1268963760,ABC0174,29400,0,0,1,0,7,4,2,0,0,0,3,0,0,0,0,0,0,0,154,0,0,8,0,0,15,4,0,0,11,11,22,3,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269222780,ABC0174,29820,1,0,1,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,145,0,0,17,0,0,15,4,0,0,11,10,18,4,4,6,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269309240,ABC0174,29400,1,0,1,0,7,1,1,0,0,0,2,0,0,0,0,0,0,0,152,0,0,10,0,0,15,6,0,0,9,12,17,4,1,2,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269396120,ABC0174,28680,1,0,1,0,7,2,1,0,0,0,5,0,0,0,0,0,0,0,153,0,0,9,0,0,15,2,0,0,13,4,20,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269482520,ABC0174,28680,1,0,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,149,0,0,13,0,0,15,5,0,0,10,9,18,4,0,4,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269568620,ABC0174,29220,0,0,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,147,0,0,15,0,0,15,14,0,0,1,21,5,3,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269827340,ABC0174,29580,1,0,1,0,7,0,1,0,0,0,5,0,0,0,0,0,0,0,156,0,0,6,0,0,15,2,0,0,13,2,25,4,2,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1269913800,ABC0174,30240,1,0,1,0,7,1,3,0,0,0,1,0,0,0,0,0,0,0,147,0,0,15,0,0,14,2,0,0,12,3,19,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270000920,ABC0174,28560,1,0,1,0,7,2,0,0,1,0,0,0,0,0,2,0,0,0,156,0,0,6,0,0,15,14,1,0,0,17,2,2,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270086300,ABC0174,30180,0,0,1,0,7,3,2,0,0,0,5,0,0,0,0,0,0,0,142,0,0,20,0,0,15,3,0,0,12,8,23,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270173180,ABC0174,30000,0,0,1,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,156,0,0,6,0,0,15,3,0,0,12,8,27,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270432920,ABC0174,28560,1,0,1,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,161,0,0,1,0,0,15,9,0,0,6,19,12,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270518540,ABC0174,30060,1,0,1,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,146,0,0,16,0,0,15,13,1,0,2,21,9,3,1,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270604760,ABC0174,30000,1,0,1,0,7,2,1,0,1,0,0,0,0,0,0,0,0,0,154,0,0,8,0,0,15,9,0,0,6,15,15,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270692120,ABC0174,28620,1,0,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,160,0,0,2,0,0,15,12,1,0,2,18,9,3,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1270778580,ABC0174,28440,1,0,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,161,0,0,1,0,0,15,13,1,0,2,18,6,3,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271036940,ABC0174,29640,1,0,1,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,150,0,0,12,0,0,15,9,1,0,6,13,17,4,2,4,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271123580,ABC0174,29460,1,0,1,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,147,0,0,15,0,0,15,11,0,0,4,18,9,3,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271210520,ABC0174,28500,1,0,1,0,7,2,3,0,0,0,5,0,0,0,0,0,0,0,127,0,0,35,0,0,15,14,1,0,1,20,3,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271296440,ABC0174,29400,1,0,1,0,7,3,3,0,1,0,1,0,0,0,1,0,0,0,147,0,0,15,0,0,15,14,1,0,1,17,6,3,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271383380,ABC0174,28500,1,0,1,0,7,4,3,0,0,0,4,0,0,0,0,0,0,0,152,0,0,10,0,0,15,4,0,0,11,7,15,4,2,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271469360,ABC0174,29040,1,0,1,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,142,0,0,20,0,0,15,11,1,0,4,14,12,4,2,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271642520,ABC0174,28500,1,0,1,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,160,0,0,2,0,0,15,4,0,0,11,9,18,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271728800,ABC0174,28800,1,0,1,0,7,1,2,0,0,0,4,0,0,0,0,0,0,0,156,0,0,6,0,0,15,11,1,0,4,17,14,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271814600,ABC0174,29400,1,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,15,0,0,15,12,1,0,3,16,11,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271901600,ABC0174,28800,1,0,1,0,7,3,1,0,0,0,1,0,0,0,0,0,0,0,155,0,0,7,0,0,15,13,1,0,1,19,5,2,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1271987280,ABC0174,30060,1,0,1,0,7,4,1,0,0,0,1,0,0,0,0,0,0,0,152,0,0,10,0,0,15,8,0,0,7,16,18,4,4,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272073800,ABC0174,29280,1,0,1,0,7,5,2,0,0,0,1,0,0,0,0,0,0,0,144,0,0,18,0,0,15,12,0,0,3,19,13,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272246360,ABC0174,29880,1,0,1,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,147,0,0,15,0,0,15,3,0,0,12,8,20,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272333360,ABC0174,29220,1,0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,125,0,0,37,0,0,5,1,0,0,4,2,8,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272420120,ABC0174,28620,1,0,1,0,7,2,2,0,0,0,5,0,0,0,0,0,0,0,153,0,0,9,0,0,15,6,0,0,9,12,21,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272505800,ABC0174,29340,1,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,158,0,0,4,0,0,15,10,0,0,5,19,15,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272592860,ABC0174,29580,1,0,1,0,7,4,2,0,1,0,3,0,0,0,1,0,0,0,160,0,0,2,0,0,15,5,0,0,10,7,17,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272765600,ABC0174,29280,1,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,6,0,0,15,3,0,0,12,8,20,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272851460,ABC0174,29340,1,0,1,0,7,0,0,0,1,0,0,0,0,0,5,0,0,0,148,0,0,14,0,0,15,6,0,0,9,10,17,4,2,7,Salesman,1,5,2,1,15,41,34,13,32,0,0
1272938040,ABC0174,29100,1,0,1,0,7,1,3,0,0,0,4,0,0,0,0,0,0,0,154,0,0,8,0,0,15,4,0,0,11,12,20,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273024920,ABC0174,28620,1,0,1,0,7,2,1,0,1,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,15,2,0,0,13,6,26,2,3,4,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273111380,ABC0174,28500,1,0,1,0,7,3,2,0,0,0,5,0,0,0,0,0,0,0,159,0,0,3,0,0,15,7,0,0,8,11,14,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273197420,ABC0174,29820,0,0,1,0,7,4,2,0,0,0,1,0,0,0,0,0,0,0,159,0,0,3,0,0,15,10,1,0,5,17,11,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273283700,ABC0174,29220,1,0,1,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,145,0,0,17,0,0,15,5,0,0,10,8,14,4,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273456560,ABC0174,29400,1,0,1,0,7,0,2,0,0,0,2,0,1,0,0,0,0,0,140,0,0,22,0,0,15,2,0,0,13,5,20,3,1,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273542540,ABC0174,30000,0,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,151,0,0,11,0,0,15,12,0,0,3,19,6,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273629360,ABC0174,29820,1,0,1,0,7,2,2,0,0,0,5,0,0,0,0,0,0,0,147,0,0,15,0,0,15,5,0,0,10,10,21,4,1,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273715520,ABC0174,30120,1,0,1,0,7,3,1,0,1,0,4,0,0,0,1,0,0,0,159,0,0,3,0,0,8,2,0,0,6,6,11,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273802280,ABC0174,29460,0,0,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,161,0,0,1,0,0,6,0,0,0,6,0,15,2,1,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1273975380,ABC0174,28440,1,0,1,0,7,6,1,0,0,0,4,0,0,0,0,0,0,0,162,0,0,0,0,0,15,10,0,0,5,19,18,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274061180,ABC0174,29580,1,0,1,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,161,0,0,1,0,0,15,4,0,0,11,11,21,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274147340,ABC0174,30120,0,0,1,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,153,0,0,9,0,0,15,8,0,0,7,17,18,4,3,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274233500,ABC0174,30600,1,0,1,0,7,2,2,0,1,0,2,0,0,0,0,0,0,0,149,0,0,13,0,0,15,4,0,0,11,6,21,3,3,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274320920,ABC0174,29040,1,0,1,0,7,3,3,0,0,0,5,0,0,0,0,0,0,0,156,0,0,6,0,0,15,14,0,0,1,23,3,3,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274406360,ABC0174,30120,1,0,1,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,131,0,0,31,0,0,15,13,1,0,2,19,5,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274493720,ABC0174,28620,1,0,1,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,10,0,0,15,12,1,0,3,14,10,4,2,10,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274666460,ABC0174,28740,1,0,1,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,80,0,0,82,0,0,3,1,0,0,2,2,7,3,0,1,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274752800,ABC0174,28680,1,0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,152,0,0,10,0,0,15,3,0,0,12,6,17,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274838600,ABC0174,29280,0,0,1,0,7,2,1,0,1,0,1,0,0,0,3,0,0,0,154,0,0,8,0,0,15,10,1,0,4,16,11,4,0,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
1274925420,ABC0174,29400,1,0,1,0,7,3,3,0,0,0,5,0,0,0,0,0,0,0,162,0,0,0,0,0,15,7,0,0,8,9,15,4,2,0,Salesman,1,5,2,1,15,41,34,13,32,0,0
